review_text,polarity,sentiment,keywords,stars,business_name,latitude,longitude
Excellent price for sushi and I love their specialties sushi menu. Snow mountain and Volcano sushi are remarkable sushi!,positive,delighted,"sushi, price, specialties menu",5.0,Tomo Japanese Steakhouse and Sushi Bar,39.8887246,-86.1212129
"Great service, food was ok..  Wish the soups were served warmer, and my steak was cooked well done, when requested medium.   However the service was excellent.",positive,content,"service, food, soups, steak",4.0,Mo's a Place For Steaks,39.7654422471,-86.1573568352
"My boyfriend and I decided to stop by for lunch yesterday, and I am so glad we did. I ordered a side of beans, chips and salsa, and guacamole. He ordered two steak tacos and a side of rice. The beans are hands down my favorite I've had from a mexican restaurant.  My only complaint is that, unfortunately you do not get a very big portion. The salsa is so fresh tasting and delicious-very cilantro forward, and the chips were nice, thick and crunchy without being oily at all. Take note though, chips and salsa are not included with your purchase and must be bought separately. Now let me get to the best part-the made to order, chunky guacamole. The hardy chips would definitely withstand this heavy duty guac, but I opted instead for tortillas as my vessel to stuff it with along with my beans and salsa. The hot sauces were anything but, though admittedly my tolerance to spices may be higher than the average persons. While I had a great eating experience, my boyfriend did not. He said the meat was of low quality and quite flavorless. He did say he would give it another shot though!",positive,content,"beans, guacamole, steak tacos",4.0,Indy Tacos,39.8518892506,-86.1251766393
"I grew up eating beef sandwiches in Chicago, and this place makes the best beef I've ever had outside of the city.   Couple of suggestions: Offer a third sandwich size option (bigger!), get sweet peppers, serve fries(!!!), keep the main location off of Mass Ave open year-round, and have longer hours!",positive,content,"beef sandwiches, suggestions, location",5.0,Fresco Italian Sandwich Shoppe,39.7721837,-86.1520148
Awesome food! It was so fresh and delicious. The papaya salad was delicious! Try the curry..simply spicy and beautiful. The service was great too! They have take out!!!,positive,delighted,"food, papaya salad, curry, service, take out",5.0,Saigon Restaurant,39.8245077,-86.2395526
"First time at Wolfgang. Crowded, dirty floors, poor service, it has it all. Only redeeming factor was the excellent crisp Chardonnay.",negative,disappointed,"dirty floors, poor service, Chardonnay",1.0,Wolfgang Puck Express,39.7166926914,-86.2978263572
This place is fantastic. The food is exceptional and the service couldn't be better. Very nice and generous people with a cool atmosphere. I eat here almost every weekend. Can't beat the Cuban espresso!,positive,delighted,"food, service, atmosphere, Cuban espresso",5.0,The Cuban Sandwich Shop,39.906797,-86.2182121
"If you are going for the food, I would give it 5 stars, but since this is a brewhouse, I only gave it 3.   I ordered the light flight since we went for lunch and I wasn't looking for a heavy meal. The beer was OK at best. It was bland, a little strange in after taste and uninspired. Light beers dont have to equal tasteless. My boyfriend had a ""hoppy beer with citrus undertones"". He could taste neither the hops or the citrus  (disclaimer - we are from VT and are used to very hoppy beers!)    Now the food - that was great. We went at lunch time and was able to get a soup and salad for 8.95. We both had the same thing - Chicken Bruchetta salad and French Onion Soup. The portion was fantastic for a lunch size and the soup really flavorful!   For a lunch downtown it was great, but I would go for the brews...",neutral,disappointed,"beer, food, lunch",3.0,Granite City Food & Brewery,39.7664200969,-86.1592453161
This place was awesome! I am driving cross country and hit a busted tire on the road and something came off the bottom of my car.  I called and Brian told me to come in and he would take a look.  They put my car up right away and patched things up. He was really nice and had me on my way in less than 30 minutes.  Definitely recommend this place.,positive,delighted,"service, car repair, recommend",5.0,Northeast Auto Service,39.875143,-86.0824
"So, I went back to El Arado on Monday with a group of six people. The staff seemed shocked about our 6 pm arrival, and ""sanitized"" a large table for us quickly. Yes, the table smelled like dirty sanitized rags, ugh, but, once you got buzzed on...I mean beyond, the smell, your waiter will appear and take your drink orders.   We got beers and margaritas. The margarita drinker in the group declared that it ""was good.""  The prices for drinks weren't that bad.  ($2.95 for Mexican beers).   We all ordered our food, which was brought out at a good time, fresh, and hot. Everyone snarfed - it was good and tasty and all our needs were met attentively by the quiet waiter.   All of us were let satisfied, and our specific requests (i.e. ""no beans"" ""light on the cheese"") were met by the kitchen staff with no problems. We left with full bellies then went to the Red Garter for a mind-numbing strip club experience.   What a way to wrap up a review..  El Arado has gotten a bad wrap - but, the staff is decent, the food wasn't too shabby and the drink prices are cheap. A good place to start out for affordable and filling eats before a night out in Fountain Square (or to strip clubs).",positive,content,"food, drink prices, service",3.0,El Arado Mexican Grill,39.7523127,-86.140383
"I recently moved in a few blocks away from Henry's and was looking forward to having a neighborhood coffee spot not far from my house. So, on a beautifully humid August morning I walked over to check it.   1) The atmosphere is pretty standard. Open space with the coffee bar in the back left corner and ordinary tables and chairs scattered throughout. No college coffee shop couches or armchairs but no industrial airbnb chic vibe either. Lacked uniqueness.   2) The name Henry reminds me of Thomas the tank engine. Was there a train named Henry on there or not? If so, was he chill or not. Could add one star for chill train association.   3) The coffee was not good. I got an iced coffee (STFU) and it was super bitter. The amount of ice in it wasn't obscene so it had that going for it but other than that idk.  I'm coming back to try some hot coffee or espresso on a cooler day but damn Henry :((( not a great first impression.",negative,disappointed,"coffee, atmosphere, first impression",2.0,Henry's Coffee Bistro,39.7761739986,-86.1485838355
"If you are visiting Indianapolis, I highly suggest this hotel. My boyfriend and I went just for one night and used his AAA discount which saved us a lot. They have a parking structure attached to the hotel for $20 a night. Starting at the garage they had such cool urban art that continue throughout our stay. The check in was an easy process and the service was amazing. Everywhere you turn there is another interesting piece of art work to look at. Our room was very nice, keurig coffee machine,large luxurious shower, comfy robes, and comfortable california king. We had tickets to the Pacers game which worked out perfectly. We had drinks and dinner before the game at Plat 99 which is in the hotel- again more great decor. They had a whole timeline of cocktails and complementary truffle popcorn. (they also had a really cool outdoor rooftop seating area for the bar, but was too cold and snowy to go out on) Bankers Field house was maybe 1 minute away walking. After the game we came back and got some drinks at Plat 99 again, it was pretty crowded, fun environment. For breakfast we ate at the Market Place downstairs, it was one set price for a buffet and had a lot of good food.  We checked out at 11am- very easy and the concierge was friendly and helpful. Before we left we spent about 30 minutes just walking around the hotel looking at all the art work, it is like a modern art museum.   Overall we loved this hotel, for a quick getaway to Indianapolis, especially if you are going to a Pacers or Colts game, is was fantastic. Next time I go back to Indianapolis I will be staying here again.",positive,delighted,"hotel, service, art, location, food",5.0,The Alexander,39.7618102,-86.1536343
"Absolute garbage company. Trying to get from Indy to Chicago and they are more than an hour late, did not inform me of the delay, and their entire customer policy (feel free to read it on the website) consists of ""we cannot be held responsible for anything."" Sitting at a bus stop with 20 people whom are all having their time wasted with absolutely no recourse.",negative,frustrated,"delay, customer policy, bus stop",1.0,Megabus,39.7671764892,-86.1539122755
"Don't let the shopping center location deter you! Amazing place and even a more amazing staff. Curtis is the true epitome of great service. Loves his job and wants nothing more than for you to enjoy your dining experience. Try the scallops small plate, you won't regret it, but the whole dining experience is top notch.",positive,delighted,"staff, service, scallops, dining experience",5.0,Fleming's Prime Steakhouse & Wine Bar - Indianapolis,39.9098017418,-86.1061134961
"Service was a bit slow for Saturday lunch but not unacceptable. Understandable as a new place gets its feet under it. I tried to go Friday night and it was a total mess. Long line and nobody taking names. We left.   The margarita was great. I had the cilantro chicken enchiladas. Also great! The outdoor seating area was very pleasant under the umbrellas on a lovely Saturday afternoon.   Overall, I liked it. They just need a bit more time to figure out the flow. I'm thrilled to see something affordable move into my neighborhood. The prices are very reasonable and this place isn't trying to be ""casual fancy"" like the last two train wrecks that occupied this space.  Hope Loco thrives for years to come!",positive,content,"service, margarita, outdoor seating, affordable",4.0,Loco Mexican Restaurant & Cantina,39.7974826702,-86.1530939541
"Excellent food and excellent service!  My new favorite breakfast place. I loved the biscuits and gravy, extra crispy bacon, sausage links and challah French toast!",positive,delighted,"food, service, breakfast, biscuits and gravy, French toast",5.0,Yolk Iron Works,39.912061,-86.116656
"Our first visit to El Sol was to celebrate my daughter's birthday.  Needless to say, we were all BLOWN AWAY!   Our waiter was so attentive and polite, the pina colodas, margaritas and food was to die for, and at the end of the meal the whole staff came out with a very large cake, a desert for my daughter, sombreros and FIREWORKS!!  Birthday songs were played on the televisions and it was very festive.   I'm so happy this gem is close enough to make regular dinner visits.  I'm also happy that an order of fajitas will feed me for dinner an lunch the next day.  Good job, guys!",positive,delighted,"waiter, food, birthday celebration",5.0,El Sol De Tala,39.7682918,-86.1200611
"Great talent but that is not important when time Is more valuable. Sitting here on 3/23/18 at 11:28am. Supposedly opened at 11am. There are 5 of us waiting but no employee to provide service. Tsk, tsk Perfect Arch!",negative,frustrated,"waiting time, service, talent",1.0,Perfect Arch,39.8825615,-86.1226573
"Have only been once a couple of months ago, so maybe this was a one-off experience...Ordered a piece of carrot cake, which tasted fine. Certainly not the best I've ever had but good enough. The to go packaging was a bit overkill just for that one slice of cake, as was the $10 price tag. That being said, I'm sure the ""fanciness"" of the place is what makes it so appealing to folks. It really is quite unique and cute for our area and would be a good place to go with the gals (rather than my husband who hates all things trendy, lol).   My problem, though, was with the service. We placed our order for the carrot cake with a nice young teenager, and then waited. And waited. I could see the carrot cake just sitting in the pretty covered cake stand, and I felt really tempted to just slice it myself. After a bit (felt like 10 minutes, although I'm sure it was more like 5 or 6), another employee came and sliced the carrot cake, setting the slice on the back counter with the ticket. And then we waited. And waited some more. After about another 5 to 10 minutes, I flagged the teenager down and asked if he could box up the cake for us. He seemed confused, and it took an awkward minute-long exchange for him to understand we hadn't yet received our order. He did apologize for the wait, which I do appreciate, boxed up the cake, and then we were on our way.  I should clarify that we did not go into the shop at a busy time. It was a relatively cool day and not many people were out. While there were maybe 2 to 3 tables seated, we were the only ones at the counter ordering. And while I'm sure the wait staff who repeatedly walked by our lonely piece of carrot cake sitting on the back counter had many important tasks...I just wanted to eat my $10 cake.  Four stars for the cake. Two stars for the service.",neutral,frustrated,"carrot cake, service, waiting time",3.0,The Cake Bake Shop by Gwendolyn Rogers-Broad Ripple Village,39.8739995,-86.1444306
"The Smoked Salmon Frittata came with the smoked salmon, egg, potato, red bell peppers, goat cheese, horseradish -dil crema & fresh fruit. And it was as good as it sounded   A very good mod dat brunch, dinner, and private dining spot.",positive,delighted,"Smoked Salmon Frittata, brunch, private dining",5.0,Delicia,39.847406,-86.1451809
"Great place to watch footy.  I was visiting town for work and needed a place to watch my blues take on barfalona and came across Chatham.  It was a Tuesday so they had $4 Guiness and Black and Tans. Had their fish and chips which was new experience for me. Never had fish that was so soft after being fried, but I really enjoyed it, almost the texture of a donut. Saw my team win and had a great time at this pub.",positive,delighted,"footy, fish and chips, Guiness",5.0,Chatham Tap Mass. Ave.,39.7766084,-86.1463714
"Love the tap room, but I can't seem to get the hours of business right.  My first visit was a kinda a let down.  I had heard that bier was the place to go for great beers in Indianapolis, but I only found 2 that I liked and only 1 was memorable.  However, bier rotates their taps weekly and does not seem to have any regular taps, I like this because it means that they are constantly challenging themselves to create a better beer.   The tap room is a lot of fun too with people constantly revolving around the taps to taste and find their favorite for the week and then relaxing and talking in the lounge area.  I only gave them 3stars this time but I look forward to improving their score after future visits.",neutral,content,"tap room, beer selection, rotating taps",3.0,Bier Brewery and Tap Room,39.8755319,-86.0828565
"Very cool bar attached to the Alexander Hotel. Several vintage cocktails from pre-prohibition are on the menu. None cooler than ""The Elephant in the Room"" a bourbon cocktail which comes in its own decanter filled with cherrywood smoke. You decide how long to let it infuse. Lots of comfortable seating and when it warms up a touch a large beautiful deck with seating and heating overlooks the street life. As an added bonus you can relax and watch people work out through the glass of the new CityWay YMCA.  And yes the truffle oil and sea salt popcorn that greets every patron is as good as it sounds. Get a beer and start collecting bags, once you start you can't stop.",positive,delighted,"vintage cocktails, comfortable seating, truffle oil popcorn",4.0,Plat 99,39.761769,-86.154336
"I am sort of a simple man, so I had never been to a liquor bar before. I have been to The Libertine twice and had a good experience both times. They use fresh ingredients all the way down to the crushed ice, which they crush with a mallet right at the bar.   The biggest problem I ran into was figuring out which restroom was the men's. You have to look at the hair on the dimly lit pictures that indicate which is which, all the faces look the same.",positive,content,"fresh ingredients, crushed ice, restroom",4.0,The Libertine Liquor Bar,39.7672488945,-86.1567753553
"Yats rocks. You walk in and they've got 4-6 cauldrons full of your choices...which are written in sidewalk chalk on a blackboard. There's always something vegetarian, and a plate full of any of it costs five fitty. Add a buck and you can get a split plate of 2 delectable cajun creations with rice. But the best part is the ridiculously awesome garlic bread...which you can get a bowl of for like a buck.  Not only is the food awesome, but the owner (Joe Vuskovich) is a local celebrity. He's a famed restaurateur from New Orleans that sells his secret spice to restaurants everywhere. Everybody in town knows him (despite the fact that there are two other locations) and he's highly supportive of local bands and kids that most older people stay away from.",positive,delighted,"food, owner, garlic bread",5.0,Yats,39.8506443,-86.1455439
"I've been to New Day Meadery quite a few times, and every time I come I'm never disappointed! Normally when I come here I order the South Cider or the Shelby Blue Ribbon, but on my last trip I decided to taste one of their seasonal items. I tasted the Paulding Light which has cranberry, honey, and a touch of lime. It was pretty good, but was not as sweet as Shelby Blue Ribbon in my opinion. But that is what I like about New Day, they always have a variety of meads and ciders that everyone can enjoy, not just sugar fans like myself. All in all it is one of my favorite places in Fountain Square! Their service is always prompt and their staff always friendly.",positive,content,"meads, ciders, service",5.0,New Day Craft,39.782987062,-86.1350676433
Nice new burger spot downtown! They are apart of the harry & izzys chain. The burgers are pretty good. You do have to order a side separately which kinda sticks but seems to be a trend these days. They take reservations so that's always a plus. If you are looking for additional options besides a burger might not be your best spot to go. I'd like to see them do a lunch special during the week for those that go during the work day. I think it would help with costs and getting a bigger lunch crowd. Overall great experience and service. Check them out!,positive,content,"burgers, service, reservations",4.0,Burger Study,39.7643833,-86.1588649
"I have visited the brewpub several times now, and I'm finally ready to write up a review.  I really like the decor here.  It's old-school brewpub with lots of games for children.  The beer is pretty good.  I wish they would do some more adventurous offerings, but I can still get a good beer here.   The food can be a mixed bag.  I had a small pizza that was a gooey mess (mushrooms and hearty toppings need a thick crust for stability).  I love all the scotch egg offerings (you can get it on a pizza or burger here), but they are so salty.  The burgers are good. The desserts are great (please get the frangipane).  It's also great to get the ploughman's plate and a beer, and just relax for a bit.",positive,content,"decor, beer, food, desserts",4.0,Broad Ripple Brewpub,39.8735797809,-86.142783297
Creative food and good. We get coffee or tea while we wait to be seated and even that is a cut above.  We love their Bloody Marys too.  Always interesting and an adventure.,positive,delighted,"creative food, coffee, Bloody Marys",5.0,Milktooth,39.7591692208,-86.146494347
"Wonderful atmosphere, great selection of beers.  We ordered the Asian chicken salads and the Cajun pasta and both were excellent. We will return again.",positive,delighted,"atmosphere, beers, food",4.0,Granite City Food & Brewery,39.7664200969,-86.1592453161
Great staff.  Nothing is ever disappointing - chili cheese etoufee is the BOMB.  It's a 4 instead of 5 stars because it's CASH ONLY.  But I love that you can also sit outside on nice evening.    Don't forget the garlic sauce!,positive,content,"staff, chili cheese etoufee, cash only, garlic sauce",4.0,Yats,39.8506443,-86.1455439
"We were early for church and wanted to grab a quick bite to eat. The atmosphere was really inviting and everyone on staff spoke to us at least once!   The food was good, but not great. I had quiche and my guest had a croque madame. The crust of the quiche wasn't done and the bread on the croque wasn't that great. Otherwise these two dishes would have been perfect. The fruit was fresh and the coffee was great!  I will definitely return.",positive,content,"atmosphere, food, service",4.0,Henry's Coffee Bistro,39.7761739986,-86.1485838355
"Above average steaks - great service - excellent wine list.  Comparable to Ocean Prime, Ruth's Chris.",positive,delighted,"steaks, service, wine list",4.0,Fleming's Prime Steakhouse & Wine Bar - Indianapolis,39.9098017418,-86.1061134961
Yats is the best Cajun Food that we have ever eaten and is quite economical to enjoy.  The menu is quite eclectic in that they cook each day what they want to cook and put it on a chalkboard.  You just never know what kind of tasty delight you will find on any one day.  This is a regular place to visit for my wife and I.,positive,delighted,"Cajun Food, economical, eclectic menu",5.0,Yats,39.8506443,-86.1455439
"The great customer service that you get here, you won't find in another to-go Asian/Thai restaurant. I enjoyed the food! The curry had great flavor and consistency. The shrimp fried rice does not look appealing but it is flavorful and fluffy. I dropped it down to 4 stars because I paid an additional $2.00 for extra egg and it was NOT extra egg. I also called in my order and received a 30 minute wait time. Total wait time was an hour. With all that being said, the ladies won me over with their passion to serve those waiting and making sure each customer was happy!",positive,content,"customer service, food, wait time",4.0,Thai Fusion,39.77881,-86.325932
"As much as I adore food I am, typically, pretty easy when it comes to food and I forgive a lot. SO...one star means a lot! I haven't been as livid as I was leaving this fiasco of a restaurant in a long while. Reasons:  The server was on her cell phone from the minute we walked in to the minute we walked out (about 90 minutes). She literally had it on her shoulder the entire time except to say, ""Please hold"" to take our orders. She was also the chef and cooked while talking on her bloody phone, as well. Service:  FAIL. My pork leg was tender and good which constitutes the lonely little star you see above. My husband ordered the shrimp, which cost $18.99. He received 7 shrimp that would be in a bag of 31-35 count...the size worthy of a salad shrimp. Again, $18.99...and the plantain portion of the meal consisted of 2 plantains the width of a postage stamp. Ridiculous. I then ordered tostones because I knew he would never be full with that quantity of food. I had to get up and find our server to add to my order as she was nowhere to be found.  They were also ridiculously thin, were over salted with an almost breaded and deep fried consistency. Food:  FAIL. I was going to order a Cuban coffee but the server was so non-existent that I just gave up, finally.  In retrospect, I'm happy I didn't order it because I'm sure it would have been just wrong. I would not frequent this restaurant again even if I had a free coupon. Don't waste your time or energy.",negative,frustrated,"service, food quality, portion size",1.0,TaTa Cuban Cafe,39.7684682,-86.1612366
"Great atmosphere and service! I don't know how often they have live music but the band playing the night we stopped in was very good. As for the food, it was good; I wont say it was the best burger I ever had but it wasn't bad; just not as great as I had hoped it would have been. All and all we had a good time and will be back!",positive,content,"atmosphere, service, live music, food",4.0,Cheeseburger in Paradise,39.664583,-86.089236
"Small, crowded and hectic but boy the food was good and plentiful. Wait staff was right on top of the chaos. Great breakfast place.",positive,content,"food, wait staff, breakfast",5.0,Biscuits Cafe,39.8687947,-86.1407129
I was very impressed! I had a plain glazed and a glazed with a lemon filling. I would go back again if I ever find myself in Indy.,positive,delighted,"glazed, lemon filling, Indy",4.0,Square Donuts,39.767369,-86.1559381
Can't go wrong with some Todd Cobell!,positive,content,Todd Cobell,3.0,Taco Bell,39.823759,-86.234975
I've dined here several times but the last two occasions we received poor service and the food was underwhelming. Very disappointing as we used to love to eat lunch here. Probably won't be back.  Not worth the money.,negative,disappointed,"service, food, money",2.0,Granite City Food & Brewery,39.7664200969,-86.1592453161
"Amazing and comfortable atmosphere with extremely unique flavor combinations in the dishes. The Cuban Lamb Frita is a must (add the egg! It's worth it). All of the side items are delicious, you literally can't go wrong. The staff is friendly and they are extremely efficient with the coffee refills. This has quickly become my new regular brunch spot!",positive,delighted,"atmosphere, flavor combinations, staff, brunch spot",5.0,Milktooth,39.7591692208,-86.146494347
Heather was my waitress and a bartender. Everything I tried was fabulous. I had tenderloin sliders with the french fries oh my. God I will be going back here as often as I possibly can  You will not regret trying this place,positive,delighted,"waitress, tenderloin sliders, french fries",5.0,Fort Ben Pub,39.8563955229,-86.0096655786
